title,subject
Amazing Magic Show! (Shimmer and Shine),"Children's fiction,Picture books"
Naughtiest Reindeer Goes South,"Children's fiction,Santa claus, fiction,Penguins, fiction,Picture books,Reindeer, fiction,Conduct of life, fiction,Animals, fiction,Antarctica, fiction"
Sunsets of Miss Olivia Wiggins,"Children's fiction,Grandparents, fiction,Old age, fiction,Picture books"
Dia Que Pigasso Va Coneixer a Muutisse,"Animals, fiction,Picture books,Children's fiction"
Runaway Egg (Sesame Street),"Children's fiction,Easter, fiction,Picture books"
My New School,"Children's fiction,Students, fiction,Picture books"
Littlest Things Give the Loveliest Hugs,"Children's fiction,Stories in rhyme,Picture books"
Loulou,"Children's fiction,Wolves, fiction,Friendship, fiction,Picture books"
I Give You the World,"Children's fiction,Picture books"
Oxford Picture Dictionary Content Area for Kids,"English language, dictionaries,English language, dictionaries, juvenile,Picture books"
WILL and WON't Learn to Share,"Children's fiction,Picture books,Sharing, fiction"
Sticker Scenes Book,"Children's fiction,Pokemon (fictitious characters), fiction,Picture books"
Baby Funshine Bear,"Children's fiction,Toy and movable books,Picture books,Care bears (fictitious characters), fiction"
How Do I Love You?,"Children's fiction,Stories in rhyme,Picture books"
Lion's in a Flap,"Children's fiction,Emotions, fiction,Picture books"
David and the Lonely Prince,"Children's fiction,Christian life, fiction,Picture books"
"Go, Car, Go!","Vehicles,Vehicles, juvenile literature,Picture books,Toy and movable books"
Pedal Power,"Children's fiction,Picture books"
A Is for Art,"Vocabulary,Vocabulary, juvenile literature,Alphabet books,English language, alphabet, juvenile literature,Picture books"
"WAS and WASN't Learn That It's Good to Win, but Its Ok to Lose","Children's fiction,Picture books"
Words,"Vocabulary,Vocabulary, juvenile literature,Picture books"
Bear Hug at Bedtime,"Children's fiction,Fear, fiction,Picture books"
Molly Mischief. . and the Big Pet,"Children's fiction,Picture books,Pets, fiction"
Morning,"Children's fiction,Picture books"
Toys,"Children's fiction,Toys, fiction,Picture books"
Weather,"Weather,Weather, juvenile literature,Picture books"
Explore My World Adorable Animal Collection 3-In-1,"Children's fiction,Animals, fiction,Picture books"
Digger,"Children's fiction,Picture books,Kangaroos, fiction,Soldiers, fiction,Australia, fiction,World war, 1914-1918, fiction,France, fiction"
Mickey and the Beanstalk (Disney Classic),"Children's fiction,Readers,Picture books"
Picture Book of Harry Houdini,"Houdini, harry, 1874-1926,Magicians,Picture books,Artists,Artists, juvenile literature,United states, biography, juvenile literature"
A baby bunny for you,"Rabbits,Juvenile literature,Picture books"
Found,"Dinosaurs,Picture books,Fiction,Accessible book,Protected DAISY"
Spot the Mistake Book 1 (Spot the Mistake),"Picture books for children,Picture books"
Spot the Mistake Book 2 (Spot the Mistake),"Picture books,Picture books for children"
I can be a mother,"Juvenile literature,Mother and child,Mothers,Picture books,Accessible book,Protected DAISY"
Touch the earth,"Fiction,Nature,Environmental protection,Picture books,Nature stories,Accessible book,Protected DAISY"
Why Be Bossy? (Problem Solvers),"Conduct of life,Juvenile literature,Bossiness,Social interaction,Picture books,Accessible book,Protected DAISY"
Tuesday in Arizona,"Fiction,Wood rats,Gold mines and mining,Children's fiction,Rats, fiction,Gold mines and mining, fiction,Arizona, fiction,Picture books,Accessible book,Protected DAISY"
Cowboy,"Cowboys,Cowboys, juvenile literature,West (u.s.),West (u.s.), juvenile literature,Picture books,Picture books for children"
Harina,"Children's fiction,Picture books"
I Love to Gobble You Up!,"Children's fiction,Toy and movable books,Picture books"
Elmo's 12 Days of Christmas,"Children's fiction,Picture books,Counting books"
RHS I Can Grow a Sunflower,"Sunflowers,Gardening,Gardening, juvenile literature,Toy and movable books,Picture books"
Gingerbread Boy,"Picture books for children,Picture books"
Mr. Snow,"Children's fiction,Picture books"
Museu de Carlota,"Art, fiction,Picture books,Children's fiction"
Mr Hare Meets Mr Mandela,"Children's fiction,Picture books"
"It's Halloween, Chloe Zoe!","Children's fiction,Halloween, fiction,Elephants, fiction,Fear, fiction,Picture books"
Colors,"Picture books for children,Picture books"
Picture this,"Bibliography,Books and reading,Teenagers,Picture books,Young adult literature,Jugendliteratur,Young adult literature, bibliography,Accessible book,Protected DAISY"
Good night,"Fiction,Night,Picture books,Bedtime,Accessible book,Protected DAISY"
A kitten for you,"Cats,Juvenile literature,Picture books"
A baby goose for you,"Geese,Juvenile literature,Picture books"
Stanley at Sea (Stanley),"Children: Kindergarten,Voyages,Livres d'images pour enfants,Picture books,Chiens,Juvenile fiction,Fiction,Voyages and travels,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Dogs,Accessible book,Protected DAISY"
The perfectly orderly house,"Alphabet,Humorous stories,Orderliness,Fiction,Humorous fiction,Picture books,Cleanliness,Accessible book,Protected DAISY"
Love you when you whine,"Love,Fiction,Cats,Toddlers,Mother and child,Romance fiction,Picture books,Juvenile fiction,Mother-child relationship,Children,Accessible book,Protected DAISY"
Dog,"Children's fiction,Dogs, fiction,Picture books"
The stingy baker,"Folklore,Picture books,Picture books for children,Accessible book,Protected DAISY"
Spider silk,"Spider webs,Juvenile literature,Spiders,Picture books,Accessible book,Protected DAISY"
"Moving Is Hard (Kids Have Feelings, Too)","Fiction,Picture books,Emotions,Household Moving,Accessible book,Protected DAISY"
Chuck Murphy's color surprises,"Animals,Toy and movable books,Color,Juvenile literature,Colors,Specimens,Picture books"
Cock a doodle doo,"Sound,Picture books,Fiction"
Joanjo,"Fishers,Fiction,Juvenile fiction,Picture books"
Boss cat (Language works),"Language experience approach,Picture books,Children's stories,Reading (Elementary),Accessible book,Protected DAISY"
Scaredy Squirrel at the Beach (Scaredy Squirrel),"Juvenile fiction,Fear,Picture books for children,Squirrels,Beaches,Picture books,Fiction,JUVENILE FICTION / Animals / Squirrels,JUVENILE FICTION / Humorous Stories,Écureuils,Romans, nouvelles, etc. pour la jeunesse,Peur,Plages,Livres d'images pour enfants,Children's fiction,Squirrels, fiction,Fear, fiction,Accessible book,Protected DAISY"
Gordon Loggins and the Three Bears,"Goldilocks and the three bears,Parodies, imitations,Humorous stories,Art de conter,Picture books,Storytelling,Bears,Juvenile fiction,Récits humoristiques,Parodies, pastiches,Livres d'images pour enfants,Ours,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Boucle d'or et les trois ours,Accessible book,Protected DAISY"
Zink the zebra,"Brothers and sisters,Individuality,Fiction,Zebras,Picture books,Fictional Works,Accessible book,Protected DAISY"
Blue Jay and the Monster,"Picture books,Indians of north america, fiction,Children's fiction"
The junkpile robot,"Garages,Brothers and sisters,Picture books,Juvenile fiction,Robots,Fiction,Accessible book,Protected DAISY"
When the big dog barks,"Parent and child,Fear,Fiction,Picture books,Accessible book,Protected DAISY"
Lilliput 5357,"Children's fiction,Robots, fiction,Picture books"
The New Baby (Paperstar),"Infants,Juvenile literature,Brothers and sisters,Babies,Children's fiction,Infants, fiction,Picture books for children,Picture books,Infants, juvenile literature,Accessible book,Protected DAISY"
What's missing?,"Toy and movable books,Specimens,Animals,Picture books,Fiction"
What Are You Touching?,"Picture books,Children's literature,Shape,Touch,Animals,Accessible book,Protected DAISY"
When Mother got the flu,"Mothers and sons,Children's stories, American,Juvenile fiction,Fiction,Sick,Picture books,Accessible book,Protected DAISY"
Noko's Surprise Party,"Birthdays, fiction,Parties, fiction,Sharing, fiction,Children's fiction,Picture books"
Colors,"Color,Picture books"
Evening,"Picture books,Accessible book,Protected DAISY"
Father is big,"Picture books,Fathers and sons"
Las inscripciones hebraicas de España,"Hebrew Inscriptions,Stories in rhyme,Picture books"
Where does the teacher live?,"Fiction,Schools,Teachers,Picture books,American Mystery fiction,Child detectives,Accessible book,Protected DAISY"
Franklin and the Big Kid,"Picture books,Turtles,Fiction,Friendship,Franklin (Fictitious character : Bourgeois),Accessible book,Protected DAISY"
Our tooth story,"Care and hygiene,Picture books,Ouvrages pour la jeunesse,Dental Care,Dents,Dental care,Teeth,Juvenile literature,Soins et hygiène,Accessible book,Protected DAISY"
You're One!,"Picture books,Children's fiction"
Dragon Pox! (Shimmer and Shine),"Children's fiction,Dragons, fiction,Sick, fiction,Magic, fiction,Picture books"
My Dog Dash,"Children's fiction,Dogs, fiction,Picture books"
I See and See,"Children's fiction,Drawing, fiction,Picture books"
Swan Lake,"Children's fiction,Swans, fiction,Princesses, fiction,Picture books"
The devils who learned to be good,"Folklore,New York Times reviewed,Picture books,Picture books for children,Accessible book,Protected DAISY"
The sun looks down,Picture books
Just think,Picture books
Berenstain Bears the Very First Easter,"Children's fiction,Berenstain bears (fictitious characters), fiction,Picture books"
My First Dinosaur,"Dinosaurs,Dinosaurs, juvenile literature,Toy and movable books,Picture books"
Airplanes and Spacecraft,"Airplanes,Airplanes, juvenile literature,Space vehicles,Space vehicles, juvenile literature,Picture books"
Words (My First),"Vocabulary,Vocabulary, juvenile literature,Picture books,Toy and movable books"
Play,"Vocabulary,Vocabulary, juvenile literature,Play,Picture books"
Eat,"Vocabulary,Vocabulary, juvenile literature,Food habits,Picture books"
Noisy Playtime Peekaboo!,"Sounds,Sound, juvenile literature,Picture books,Toy and movable books"
Pattern-Tastic Treasure Hunt,"Animals,Animals, juvenile literature,Puzzles,Puzzles, juvenile literature,Picture books,Toy and movable books"
Winnie-The-Pooh : Hello Pooh Hello You,"Children's fiction,Winnie-the-pooh (fictitious character), fiction,Picture books,Stories in rhyme,Toy and movable books"
Librarian (Busy People),"Librarians, fiction,Libraries, fiction,Children's fiction,Picture books"
Ellsworth's Extraordinary Electric Ears and Other,"Children's fiction,Alphabet books,Alligators, fiction,Picture books"
Builder (Busy People),"Building, fiction,Children's fiction,Picture books"
Seasons,"Seasons,Seasons, juvenile literature,Picture books"
God Made the Food We Eat,"Creation,Creation, juvenile literature,Theology,Christianity, juvenile literature,Picture books"
Beware of Bebop and Rocksteady! (Teenage Mutant Ninja Turtles),"Children's fiction,Teenage mutant ninja turtles (fictitious characters), fiction,Picture books"
Sherman and Pearl,"Roads,Travelers,Fiction,Juvenile fiction,Donna Harsh Collection,Picture books,Picture books for children,Accessible book,Protected DAISY"
Josephine Wants to Dance,"juvenile fiction,Australia,Australian fiction,kangaroo,wombat,brolga,lyre bird,children's stories,children's story,picture book,picture books,ballet,dance,outback,Brothers and sisters,Dance,Juvenile fiction,Kangaroos,Ballet dancing,Fiction,Children's fiction,Dance, fiction,Ballet, fiction,Kangaroos, fiction,Brothers and sisters, fiction,Australia, fiction"
The bell ringer and the pirates,"Fiction,Missions,Pirates,Indians of North America,Bells,Picture books,Juvenile fiction,Accessible book,Protected DAISY"
"Victorian fashion paper dolls from Harper's Bazar [sic], 1867-1898","Paper dolls,Costume,History,Specimens,Pictorial works,Dolls,Paper dolls, juvenile literature,Picture books"
Follow the leader,"Play,Picture books"
I like cats,"Cats,Picture books,Pictorial works"
Furry Boy,"Rabbits,Picture books,Fiction"
The Patterson puppies and the midnight monster party,"Monsters,Brothers and sisters,Fiction,Fear of the dark,Bedtime,Dogs,Juvenile fiction,Picture books,Accessible book,Protected DAISY"
Franklin's Music Lessons,"Music,Juvenile fiction,Instruction and study,Picture books,Franklin (Fictitious character : Bourgeois),Fiction,Pianos,Accessible book,Protected DAISY"
Traffic jam!,"Pictorial works,Vehicles,Transportation,Vocabulary,Picture books"
Hubert's Hair Raising Adventure,"Children's fiction,Adventure and adventurers, fiction,Lion, poetry,Picture books"
A day of surprises,"Surprise,Play,Juvenile fiction,Picture books,Accessible book,Protected DAISY"
Babar goes to school,"Elephants,Fiction,Parent and child,Kings, queens, rulers,Schools,School stories,Kings and rulers,Picture books,Juvenile fiction,Parent-child relationship,Babar (Fictitious character),Children's fiction,Elephants, fiction,Parent and child, fiction,Schools, fiction,Kings, queens, rulers, etc., fiction,Babar (fictitious character), fiction,Accessible book,Protected DAISY"
Spring break at Pokeweed Public School,"Animals,Camping,Juvenile fiction,Fiction,School field trips,Schools,Picture books,Accessible book,Protected DAISY"
Dandelion Who Refused to Be a Weed,"Children's fiction,Picture books"
You're Three!,"Children's fiction,Stories in rhyme,Picture books"
Freddy Bear and the Big Bed,"Children's fiction,Toy and movable books,Picture books"
Big Book of the Alola Region (Pokémon),"Children's fiction,Pokemon (fictitious characters), fiction,Picture books"
Freddy Bear and the Toothpaste,"Children's fiction,Bears, fiction,Stories in rhyme,Humorous stories,Picture books"
Gobi for Little Ones,"Children's fiction,Toy and movable books,Picture books"
Tabby Mctat,"Children's fiction,Picture books"
Learn about Sums,"Mathematics,Mathematics, juvenile literature,Picture books"
Pop-Up Peekaboo Tractor,"Tractors,Transportation, juvenile literature,Picture books,Toy and movable books"
"Adventures of Bom-Bom, Dum-Dum, Toy-Toy and Baby Jo-Jo","Children's fiction,Picture books"
